20.047,4288.94,107.504,0.056
20.097,4294.301,106.97,0.035
20.147,4299.637,106.437,0.028
20.197,4304.945,105.905,0.057
20.247,4310.227,105.373,0.057
20.297,4315.482,104.841,0.057
20.347,4320.711,104.309,0.115
20.397,4325.913,103.779,0.057
20.447,4331.089,103.248,0.015
20.497,4336.238,102.718,0.031
20.547,4341.361,102.189,0.057
20.597,4346.457,101.66,0.057
20.647,4351.527,101.132,0.115
20.697,4356.57,100.603,0.286
20.747,4361.587,100.075,0.229
20.797,4366.578,99.548,0.286
20.847,4371.542,99.021,0.344
20.897,4376.48,98.494,0.63
20.947,4381.391,97.967,0.516
20.997,4386.277,97.441,0.401
21.047,4391.136,96.915,0.344
21.097,4395.968,96.39,0.344
21.147,4400.775,95.865,0.401
21.197,4405.555,95.341,0.458
21.247,4410.309,94.817,0.344
21.297,4415.036,94.293,0.286
21.347,4419.738,93.77,0.344
21.397,4424.413,93.247,0.286
21.447,4429.063,92.725,0.229
21.497,4433.686,92.203,0.286
21.547,4438.283,91.682,0.458
21.597,4442.854,91.16,0.401
21.647,4447.399,90.64,0.401
21.697,4451.918,90.119,0.458
21.747,4456.411,89.599,0.286
21.797,4460.878,89.08,0.172
21.847,4465.319,88.561,0.286
21.897,4469.734,88.042,0.057
21.947,4474.123,87.524,0.024
21.997,4478.486,87.006,0.024
22.047,4482.824,86.489,0.03
22.097,4487.135,85.972,0.034
22.147,4491.421,85.455,0.172
22.197,4495.681,84.939,0.286
22.247,4499.915,84.424,0.573
22.297,4504.123,83.909,0.688
22.347,4508.306,83.394,0.688
22.397,4512.463,82.88,0.688
22.447,4516.594,82.366,0.63
22.497,4520.699,81.852,0.688
22.547,4524.779,81.339,0.63
22.597,4528.833,80.826,0.344
22.647,4532.862,80.313,0.63
22.697,4536.865,79.801,0.802
22.747,4540.842,79.289,0.745
22.797,4544.793,78.777,0.917
22.847,4548.72,78.266,0.917
22.897,4552.62,77.755,0.859
22.947,4556.495,77.245,0.688
22.997,4560.345,76.734,0.688
23.047,4564.168,76.224,0.63
23.097,4567.967,75.714,0.573
23.147,4571.74,75.204,0.344
23.197,4575.487,74.695,0.458
23.247,4579.209,74.186,0.401
23.297,4582.906,73.677,0.172
23.347,4586.577,73.168,0.172
23.397,4590.223,72.659,0.172
23.447,4593.843,72.151,0.573
23.497,4597.438,71.643,0.401
23.547,4601.007,71.136,0.286
23.597,4604.551,70.629,0.229
23.647,4608.07,70.121,0.344
23.697,4611.564,69.615,0.516
23.747,4615.032,69.108,0.458
23.797,4618.474,68.602,0.573
23.847,4621.892,68.097,0.344
23.897,4625.284,67.591,0.286
23.947,4628.651,67.085,0.229
23.997,4631.993,66.58,0.401
24.047,4635.309,66.075,0.286
24.097,4638.6,65.57,0.229
24.147,4641.866,65.066,0.172
24.197,4645.107,64.562,0.286
24.247,4648.322,64.058,0.172
24.297,4651.512,63.554,0.172
24.347,4654.678,63.05,0.172
24.397,4657.818,62.546,0.458
24.447,4660.932,62.043,0.516
24.497,4664.022,61.539,0.802
24.547,4667.086,61.036,0.688
24.597,4670.125,60.532,0.859
24.647,4673.139,60.029,0.974
24.697,4676.128,59.526,1.375
24.747,4679.092,59.023,1.318
24.797,4682.031,58.52,1.261
24.847,4684.944,58.017,1.375
24.897,4687.832,57.515,1.547
24.947,4690.696,57.013,1.203
24.997,4693.534,56.511,0.802
25.047,4696.347,56.01,0.859
25.097,4699.135,55.509,0.802
25.147,4701.897,55.008,1.203
25.197,4704.635,54.507,1.146
25.247,4707.348,54.006,0.974
25.297,4710.036,53.506,0.688
25.347,4712.699,53.006,0.458
25.397,4715.337,52.507,0.286
25.447,4717.949,52.008,0.458
25.497,4720.537,51.509,0.344
25.547,4723.1,51.01,0.344
25.597,4725.638,50.511,0.286
25.647,4728.151,50.013,0.041
25.697,4730.64,49.515,0.013
25.747,4733.103,49.017,6.767e-4
25.797,4735.541,48.519,0.286
25.847,4737.955,48.022,0.028
25.897,4740.344,47.525,0.172
25.947,4742.707,47.028,0.573
25.997,4745.046,46.531,0.745
26.047,4747.36,46.035,0.859
26.097,4749.65,45.539,0.802
26.147,4751.914,45.043,0.573
26.197,4754.154,44.547,0.802
26.247,4756.369,44.051,0.745
26.297,4758.559,43.556,0.688
26.347,4760.725,43.06,0.573
26.397,4762.865,42.565,0.688
26.447,4764.981,42.07,0.802
26.497,4767.072,41.575,0.859
26.547,4769.139,41.08,0.974
26.597,4771.18,40.586,0.344
26.647,4773.197,40.091,0.286
26.697,4775.189,39.596,0.344
26.747,4777.157,39.102,0.458
26.797,4779.1,38.608,0.688
26.847,4781.018,38.114,0.573
26.897,4782.911,37.62,0.802
26.947,4784.78,37.126,0.745
26.997,4786.624,36.633,1.203
27.047,4788.443,36.14,0.63
27.097,4790.238,35.646,1.146
27.147,4792.008,35.153,1.203
27.197,4793.753,34.661,1.547
27.247,4795.474,34.168,1.261
27.297,4797.17,33.675,1.604
27.347,4798.841,33.183,1.318
27.397,4800.488,32.691,1.547
27.447,4802.11,32.199,2.12
27.497,4803.708,31.707,2.464
27.547,4805.281,31.215,2.865
27.597,4806.829,30.724,2.979
27.647,4808.353,30.233,3.61
27.697,4809.853,29.742,3.438
27.747,4811.327,29.251,2.979
27.797,4812.778,28.759,2.979
27.847,4814.203,28.269,3.151
27.897,4815.605,27.778,3.266
27.947,4816.981,27.287,3.151
27.997,4818.333,26.796,3.782
28.047,4819.661,26.306,4.297
28.097,4820.964,25.816,4.354
28.147,4822.242,25.326,5.042
28.197,4823.497,24.836,5.099
28.247,4824.726,24.347,5.959
28.297,4825.931,23.858,6.303
28.347,4827.112,23.368,6.303
28.397,4828.268,22.879,6.704
28.447,4829.4,22.39,6.474
28.497,4830.507,21.901,7.047
28.547,4831.59,21.412,7.219
28.597,4832.648,20.924,7.334
28.647,4833.682,20.435,7.277
28.697,4834.692,19.946,6.933
28.747,4835.677,19.458,6.933
28.797,4836.638,18.969,8.136
28.847,4837.574,18.481,8.308
28.897,4838.486,17.992,8.709
28.947,4839.373,17.504,9.397
28.997,4840.236,17.016,9.855
29.047,4841.075,16.529,10.428
29.097,4841.889,16.041,11.402
29.147,4842.679,15.554,11.803
29.197,4843.444,15.067,12.548
29.247,4844.185,14.58,13.694
29.297,4844.902,14.093,13.35
29.347,4845.595,13.606,14.152
29.397,4846.263,13.119,14.381
29.447,4846.907,12.632,15.355
29.497,4847.526,12.146,16.272
29.547,4848.121,11.66,17.074
29.597,4848.692,11.173,18.048
29.647,4849.239,10.688,18.908
29.697,4849.761,10.202,19.996
29.747,4850.259,9.716,20.512
29.797,4850.732,9.23,21.944
29.847,4851.182,8.745,22.918
29.897,4851.607,8.259,24.122
29.947,4852.008,7.774,24.981
29.997,4852.384,7.288,26.585
30.047,4852.737,6.803,28.591
30.097,4853.065,6.318,30.424
30.147,4853.368,5.834,32.83
30.197,4853.648,5.349,34.779
30.247,4853.903,4.865,36.841
30.297,4854.135,4.382,39.534
30.347,4854.342,3.899,42.112
30.397,4854.524,3.416,44.576
30.447,4854.683,2.931,47.097
30.497,4854.818,2.445,49.79
30.547,4854.928,1.96,52.598
30.597,4855.014,1.475,55.119
30.647,4855.075,0.99,57.869
30.697,4855.112,0.504,60.619
30.747,4855.126,0.019,63.484
30.797,4855.114,-0.465,66.349
30.847,4855.079,-0.95,68.984
30.897,4855.019,-1.434,71.792
30.947,4854.936,-1.917,74.255
30.997,4854.828,-2.4,76.776
31.047,4854.696,-2.882,79.24
31.097,4854.54,-3.365,81.933
31.147,4854.359,-3.846,84.569
31.197,4854.155,-4.328,86.746
31.247,4853.926,-4.809,89.324
31.297,4853.674,-5.289,91.272
31.347,4853.398,-5.768,93.048
31.397,4853.097,-6.246,95.34
31.447,4852.773,-6.724,97.46
31.497,4852.425,-7.202,99.695
31.547,4852.053,-7.679,102.903
31.597,4851.657,-8.156,104.679
31.647,4851.237,-8.632,107.029
31.697,4850.794,-9.108,109.263
31.747,4850.326,-9.585,112.242
31.797,4849.835,-10.061,114.534
31.847,4849.32,-10.537,116.54
31.897,4848.782,-11.012,118.144
31.947,4848.219,-11.486,119.576
31.997,4847.633,-11.96,121.524
32.047,4847.023,-12.433,123.53
32.097,4846.39,-12.906,124.905
32.147,4845.733,-13.379,127.369
32.197,4845.052,-13.853,129.718
32.247,4844.347,-14.328,131.952
32.297,4843.619,-14.804,134.588
32.347,4842.867,-15.281,136.88
32.397,4842.091,-15.759,138.942
